,statusText,price,address,addressZipcode,beds,baths,area,rentZestimate,variableData.text,units
517,La Jolla Palms Apartment Homes,3115,"3535 Lebon Dr, San Diego, CA",92122,1,0,0,,3D Tour,"[{'price': '$3,115+', 'beds': '1'}, {'price': '$3,770+', 'beds': '2'}]"
518,La Jolla Palms Apartment Homes,3770,"3535 Lebon Dr, San Diego, CA",92122,2,0,0,,3D Tour,"[{'price': '$3,115+', 'beds': '1'}, {'price': '$3,770+', 'beds': '2'}]"
519,Avia La Jolla Senior Community 55 Years +,3198,"6345 Gullstrand St, San Diego, CA",92122,2,0,0,,,"[{'price': '$3,198+', 'beds': '2'}]"
520,La Jolla Blue Apartments,2600,"7039 Charmant Dr, San Diego, CA",92122,1,0,0,,Updated yesterday,"[{'price': '$2,600+', 'beds': '1'}]"
521,Avalon La Jolla Colony,2675,"7205 Charmant Dr, San Diego, CA",92122,1,0,0,,,"[{'price': '$2,675+', 'beds': '1'}, {'price': '$3,325+', 'beds': '2'}]"
522,Avalon La Jolla Colony,3325,"7205 Charmant Dr, San Diego, CA",92122,2,0,0,,,"[{'price': '$2,675+', 'beds': '1'}, {'price': '$3,325+', 'beds': '2'}]"
523,Westwood Apartment Homes,2630,"7936 Avenida Navidad, San Diego, CA",92122,1,0,0,,3D Tour,"[{'price': '$2,630+', 'beds': '1'}, {'price': '$3,395+', 'beds': '2'}]"
524,Westwood Apartment Homes,3395,"7936 Avenida Navidad, San Diego, CA",92122,2,0,0,,3D Tour,"[{'price': '$2,630+', 'beds': '1'}, {'price': '$3,395+', 'beds': '2'}]"
525,La Scala,2595,"3845 Nobel Dr, San Diego, CA",92122,1,0,0,,,"[{'price': '$2,595+', 'beds': '1'}, {'price': '$3,520+', 'beds': '2'}]"
526,La Scala,3520,"3845 Nobel Dr, San Diego, CA",92122,2,0,0,,,"[{'price': '$2,595+', 'beds': '1'}, {'price': '$3,520+', 'beds': '2'}]"
527,La Jolla International Gardens,2545,"3417 Lebon Dr, San Diego, CA",92122,1,0,0,,3D Tour,"[{'price': '$2,545+', 'beds': '1'}, {'price': '$3,415+', 'beds': '2'}]"
528,La Jolla International Gardens,3415,"3417 Lebon Dr, San Diego, CA",92122,2,0,0,,3D Tour,"[{'price': '$2,545+', 'beds': '1'}, {'price': '$3,415+', 'beds': '2'}]"
529,Costa Verde Village,2760,"8720 Costa Verde Blvd, San Diego, CA",92122,1,0,0,,,"[{'price': '$2,760+', 'beds': '1'}, {'price': '$3,735+', 'beds': '2'}]"
530,Costa Verde Village,3735,"8720 Costa Verde Blvd, San Diego, CA",92122,2,0,0,,,"[{'price': '$2,760+', 'beds': '1'}, {'price': '$3,735+', 'beds': '2'}]"
531,LUX by Garden,3365,"4200 Brooke Ct, San Diego, CA",92122,1,0,0,,,"[{'price': '$3,365+', 'beds': '1'}, {'price': '$4,850+', 'beds': '2'}, {'price': '$6,415+', 'beds': '3'}]"
532,LUX by Garden,4850,"4200 Brooke Ct, San Diego, CA",92122,2,0,0,,,"[{'price': '$3,365+', 'beds': '1'}, {'price': '$4,850+', 'beds': '2'}, {'price': '$6,415+', 'beds': '3'}]"
533,LUX by Garden,6415,"4200 Brooke Ct, San Diego, CA",92122,3,0,0,,,"[{'price': '$3,365+', 'beds': '1'}, {'price': '$4,850+', 'beds': '2'}, {'price': '$6,415+', 'beds': '3'}]"
534,Lajolla Del Ray,2588,"4655 Governor Dr, San Diego, CA",92122,1,0,0,,,"[{'price': '$2,588+', 'beds': '1'}, {'price': '$3,177+', 'beds': '2'}]"
535,Lajolla Del Ray,3177,"4655 Governor Dr, San Diego, CA",92122,2,0,0,,,"[{'price': '$2,588+', 'beds': '1'}, {'price': '$3,177+', 'beds': '2'}]"
536,La Regencia,2775,"7681 Palmilla Dr, San Diego, CA",92122,1,0,0,,,"[{'price': '$2,775+', 'beds': '1'}, {'price': '$3,825+', 'beds': '2'}, {'price': '$4,900+', 'beds': '3'}]"
537,La Regencia,3825,"7681 Palmilla Dr, San Diego, CA",92122,2,0,0,,,"[{'price': '$2,775+', 'beds': '1'}, {'price': '$3,825+', 'beds': '2'}, {'price': '$4,900+', 'beds': '3'}]"
538,La Regencia,4900,"7681 Palmilla Dr, San Diego, CA",92122,3,0,0,,,"[{'price': '$2,775+', 'beds': '1'}, {'price': '$3,825+', 'beds': '2'}, {'price': '$4,900+', 'beds': '3'}]"
539,Town Park Villas,3018,"4633 Governor Dr, San Diego, CA",92122,2,0,0,,,"[{'price': '$3,018+', 'beds': '2'}]"
540,Palisade,3902,"8800 Lombard Pl, San Diego, CA",92122,0,0,0,,,"[{'price': '$3,902+', 'beds': '0'}, {'price': '$4,248+', 'beds': '1'}, {'price': '$4,915+', 'beds': '2'}, {'price': '$7,798+', 'beds': '3'}]"
541,Palisade,4248,"8800 Lombard Pl, San Diego, CA",92122,1,0,0,,,"[{'price': '$3,902+', 'beds': '0'}, {'price': '$4,248+', 'beds': '1'}, {'price': '$4,915+', 'beds': '2'}, {'price': '$7,798+', 'beds': '3'}]"
542,Palisade,4915,"8800 Lombard Pl, San Diego, CA",92122,2,0,0,,,"[{'price': '$3,902+', 'beds': '0'}, {'price': '$4,248+', 'beds': '1'}, {'price': '$4,915+', 'beds': '2'}, {'price': '$7,798+', 'beds': '3'}]"
543,Palisade,7798,"8800 Lombard Pl, San Diego, CA",92122,3,0,0,,,"[{'price': '$3,902+', 'beds': '0'}, {'price': '$4,248+', 'beds': '1'}, {'price': '$4,915+', 'beds': '2'}, {'price': '$7,798+', 'beds': '3'}]"
544,For Rent,4395,"8230 Avenida Navidad, San Diego, CA",92122,2,0,0,,16 days ago,"[{'price': '$4,395+', 'beds': '2'}]"
545,For Rent,2895,"8889 Caminito Plaza Centro, San Diego, CA",92122,1,0,0,,8 days ago,"[{'price': '$2,895+', 'beds': '1'}, {'price': '$3,175+', 'beds': '2'}]"
546,For Rent,3175,"8889 Caminito Plaza Centro, San Diego, CA",92122,2,0,0,,8 days ago,"[{'price': '$2,895+', 'beds': '1'}, {'price': '$3,175+', 'beds': '2'}]"
547,For Rent,5595,"5406 Renaissance Ave, San Diego, CA",92122,3,0,0,,10 days ago,"[{'price': '$5,595+', 'beds': '3'}]"
548,For Rent,2695,"7786 Camino Glorita, San Diego, CA",92122,2,0,0,,5 days ago,"[{'price': '$2,695+', 'beds': '2'}]"
549,For Rent,3400,"3935 Nobel Dr, San Diego, CA",92122,2,0,0,,24 days ago,"[{'price': '$3,400+', 'beds': '2'}]"
550,For Rent,2998,"3550 Lebon Dr, San Diego, CA",92122,1,0,0,,30 days ago,"[{'price': '$2,998+', 'beds': '1'}, {'price': '$2,995+', 'beds': '2'}]"
551,For Rent,2995,"3550 Lebon Dr, San Diego, CA",92122,2,0,0,,30 days ago,"[{'price': '$2,998+', 'beds': '1'}, {'price': '$2,995+', 'beds': '2'}]"
552,For Rent,3100,"7405 Charmant Dr, San Diego, CA",92122,2,0,0,,43 days ago,"[{'price': '$3,100+', 'beds': '2'}]"
553,For Rent,3700,"6064 Erlanger St, San Diego, CA",92122,2,0,0,,40 days ago,"[{'price': '$3,700+', 'beds': '2'}, {'price': '$4,390+', 'beds': '3'}]"
554,For Rent,4390,"6064 Erlanger St, San Diego, CA",92122,3,0,0,,40 days ago,"[{'price': '$3,700+', 'beds': '2'}, {'price': '$4,390+', 'beds': '3'}]"
555,For Rent,3200,"7274 Shoreline Dr, San Diego, CA",92122,2,0,0,,42 days ago,"[{'price': '$3,200+', 'beds': '2'}]"
556,For Rent,4500,"5490 La Jolla Blvd, La Jolla, CA",92037,0,0,0,,5 days ago,"[{'price': '$4,500+', 'beds': '0'}]"
557,The Pacific at Mission Bay,2495,"2636 Grand Ave, San Diego, CA",92109,1,0,0,,,"[{'price': '$2,495+', 'beds': '1'}, {'price': '$3,495+', 'beds': '2'}]"
558,The Pacific at Mission Bay,3495,"2636 Grand Ave, San Diego, CA",92109,2,0,0,,,"[{'price': '$2,495+', 'beds': '1'}, {'price': '$3,495+', 'beds': '2'}]"
559,AVA Pacific Beach,2660,"3883 Ingraham St, San Diego, CA",92109,1,0,0,,Updated today,"[{'price': '$2,660+', 'beds': '1'}, {'price': '$3,261+', 'beds': '2'}]"
560,AVA Pacific Beach,3261,"3883 Ingraham St, San Diego, CA",92109,2,0,0,,Updated today,"[{'price': '$2,660+', 'beds': '1'}, {'price': '$3,261+', 'beds': '2'}]"
561,Casas by the Sea,4295,"5060 La Jolla Blvd, San Diego, CA",92109,2,0,0,,3D Tour,"[{'price': '$4,295+', 'beds': '2'}]"
562,Avaz Pacific Beach,2395,"2710 Grand Ave, San Diego, CA",92109,1,0,0,,,"[{'price': '$2,395+', 'beds': '1'}]"
563,Mara Pacific Beach,3250,"4275 Mission Bay Dr, San Diego, CA",92109,1,0,0,,,"[{'price': '$3,250+', 'beds': '1'}, {'price': '$4,030+', 'beds': '2'}]"
564,Mara Pacific Beach,4030,"4275 Mission Bay Dr, San Diego, CA",92109,2,0,0,,,"[{'price': '$3,250+', 'beds': '1'}, {'price': '$4,030+', 'beds': '2'}]"
565,For Rent,4500,"1154 Pacific Beach Dr, San Diego, CA",92109,2,0,0,,2 days ago,"[{'price': '$4,500+', 'beds': '2'}, {'price': '$5,500+', 'beds': '3'}]"
566,For Rent,5500,"1154 Pacific Beach Dr, San Diego, CA",92109,3,0,0,,2 days ago,"[{'price': '$4,500+', 'beds': '2'}, {'price': '$5,500+', 'beds': '3'}]"
567,For Rent,1895,"732 Ventura Pl, San Diego, CA",92109,0,0,0,,11 days ago,"[{'price': '$1,895+', 'beds': '0'}, {'price': '$1,995+', 'beds': '1'}]"
568,For Rent,1995,"732 Ventura Pl, San Diego, CA",92109,1,0,0,,11 days ago,"[{'price': '$1,895+', 'beds': '0'}, {'price': '$1,995+', 'beds': '1'}]"
569,For Rent,1850,"1410.5 Grand Ave, San Diego, CA",92109,0,0,0,,10 days ago,"[{'price': '$1,850+', 'beds': '0'}, {'price': '$2,250+', 'beds': '1'}]"
570,For Rent,2250,"1410.5 Grand Ave, San Diego, CA",92109,1,0,0,,10 days ago,"[{'price': '$1,850+', 'beds': '0'}, {'price': '$2,250+', 'beds': '1'}]"
571,Hornblend,1795,"1237-1239 Hornblend St, San Diego, CA",92109,0,0,0,,,"[{'price': '$1,795+', 'beds': '0'}, {'price': '$3,850+', 'beds': '2'}]"
572,Hornblend,3850,"1237-1239 Hornblend St, San Diego, CA",92109,2,0,0,,,"[{'price': '$1,795+', 'beds': '0'}, {'price': '$3,850+', 'beds': '2'}]"
573,Catalina Pacific Apartments,2395,"2660-2674 Hornblend St, San Diego, CA",92109,1,0,0,,3D Tour,"[{'price': '$2,395+', 'beds': '1'}, {'price': '$2,995+', 'beds': '2'}]"
574,Catalina Pacific Apartments,2995,"2660-2674 Hornblend St, San Diego, CA",92109,2,0,0,,3D Tour,"[{'price': '$2,395+', 'beds': '1'}, {'price': '$2,995+', 'beds': '2'}]"
575,For Rent,2275,"1855 Diamond St, San Diego, CA",92109,1,0,0,,3D Tour,"[{'price': '$2,275+', 'beds': '1'}]"
576,For Rent,2195,"633 Missouri St, San Diego, CA",92109,0,0,0,,18 days ago,"[{'price': '$2,195+', 'beds': '0'}, {'price': '$3,200+', 'beds': '2'}]"
577,For Rent,3200,"633 Missouri St, San Diego, CA",92109,2,0,0,,18 days ago,"[{'price': '$2,195+', 'beds': '0'}, {'price': '$3,200+', 'beds': '2'}]"
578,For Rent,2495,"3520 Lebon Dr, San Diego, CA",92122,1,0,0,,42 days ago,"[{'price': '$2,495+', 'beds': '1'}]"
579,For Rent,3500,"7812 Camino Raposa, San Diego, CA",92122,2,0,0,,43 days ago,"[{'price': '$3,500+', 'beds': '2'}, {'price': '$3,095+', 'beds': '3'}]"
580,For Rent,3095,"7812 Camino Raposa, San Diego, CA",92122,3,0,0,,43 days ago,"[{'price': '$3,500+', 'beds': '2'}, {'price': '$3,095+', 'beds': '3'}]"
581,For Rent,2495,"3955 Nobel Dr, San Diego, CA",92122,1,0,0,,30 days ago,"[{'price': '$2,495+', 'beds': '1'}, {'price': '$3,849+', 'beds': '2'}]"
582,For Rent,3849,"3955 Nobel Dr, San Diego, CA",92122,2,0,0,,30 days ago,"[{'price': '$2,495+', 'beds': '1'}, {'price': '$3,849+', 'beds': '2'}]"
583,For Rent,2950,"8338 Regents Rd, San Diego, CA",92122,2,0,0,,2 days ago,"[{'price': '$2,950+', 'beds': '2'}]"
584,For Rent,2700,"3937 Nobel Dr, San Diego, CA",92122,1,0,0,,5 days ago,"[{'price': '$2,700+', 'beds': '1'}, {'price': '$3,949+', 'beds': '3'}]"
585,For Rent,3949,"3937 Nobel Dr, San Diego, CA",92122,3,0,0,,5 days ago,"[{'price': '$2,700+', 'beds': '1'}, {'price': '$3,949+', 'beds': '3'}]"
586,For Rent,2350,"8468 Capricorn Way, San Diego, CA",92126,1,0,0,,39 days ago,"[{'price': '$2,350+', 'beds': '1'}]"
587,Legacy Apartment Homes,2257,"9320 Hillery Dr, San Diego, CA",92126,1,0,0,,,"[{'price': '$2,257+', 'beds': '1'}, {'price': '$2,935+', 'beds': '2'}, {'price': '$3,547+', 'beds': '3'}]"
588,Legacy Apartment Homes,2935,"9320 Hillery Dr, San Diego, CA",92126,2,0,0,,,"[{'price': '$2,257+', 'beds': '1'}, {'price': '$2,935+', 'beds': '2'}, {'price': '$3,547+', 'beds': '3'}]"
589,Legacy Apartment Homes,3547,"9320 Hillery Dr, San Diego, CA",92126,3,0,0,,,"[{'price': '$2,257+', 'beds': '1'}, {'price': '$2,935+', 'beds': '2'}, {'price': '$3,547+', 'beds': '3'}]"
590,Canyon Ridge,2429,"3187 Cowley Way, San Diego, CA",92117,1,0,0,,Updated yesterday,"[{'price': '$2,429+', 'beds': '1'}, {'price': '$3,020+', 'beds': '2'}]"
591,Canyon Ridge,3020,"3187 Cowley Way, San Diego, CA",92117,2,0,0,,Updated yesterday,"[{'price': '$2,429+', 'beds': '1'}, {'price': '$3,020+', 'beds': '2'}]"
592,Pacific Bay Club,1955,"4070 Huerfano Ave, San Diego, CA",92117,0,0,0,,,"[{'price': '$1,955+', 'beds': '0'}, {'price': '$2,385+', 'beds': '1'}, {'price': '$2,920+', 'beds': '2'}]"
593,Pacific Bay Club,2385,"4070 Huerfano Ave, San Diego, CA",92117,1,0,0,,,"[{'price': '$1,955+', 'beds': '0'}, {'price': '$2,385+', 'beds': '1'}, {'price': '$2,920+', 'beds': '2'}]"
594,Pacific Bay Club,2920,"4070 Huerfano Ave, San Diego, CA",92117,2,0,0,,,"[{'price': '$1,955+', 'beds': '0'}, {'price': '$2,385+', 'beds': '1'}, {'price': '$2,920+', 'beds': '2'}]"
595,For Rent,3100,"4064 Huerfano Ave, San Diego, CA",92117,2,0,0,,13 days ago,"[{'price': '$3,100+', 'beds': '2'}]"
596,Pine Terrace Apartments - PTerrace,2995,"2960-2980 Clairemont Sq, San Diego, CA",92117,2,0,0,,,"[{'price': '$2,995+', 'beds': '2'}]"
597,For Rent,2500,"2821 Morena Blvd, San Diego, CA",92117,0,0,0,,25 days ago,"[{'price': '$2,500+', 'beds': '0'}]"
598,For Rent,2950,"3095 Cowley Way, San Diego, CA",92117,2,0,0,,1 day ago,"[{'price': '$2,950+', 'beds': '2'}]"
599,For Rent,3800,"4163 Clairemont Mesa Blvd, San Diego, CA",92117,3,0,0,,3D Tour,"[{'price': '$3,800+', 'beds': '3'}]"
600,For Rent,2200,"4161 Clairemont Mesa Blvd, San Diego, CA",92117,0,0,0,,3D Tour,"[{'price': '$2,200+', 'beds': '0'}, {'price': '$2,200+', 'beds': '1'}, {'price': '$3,000+', 'beds': '2'}]"
601,For Rent,2200,"4161 Clairemont Mesa Blvd, San Diego, CA",92117,1,0,0,,3D Tour,"[{'price': '$2,200+', 'beds': '0'}, {'price': '$2,200+', 'beds': '1'}, {'price': '$3,000+', 'beds': '2'}]"
602,For Rent,3000,"4161 Clairemont Mesa Blvd, San Diego, CA",92117,2,0,0,,3D Tour,"[{'price': '$2,200+', 'beds': '0'}, {'price': '$2,200+', 'beds': '1'}, {'price': '$3,000+', 'beds': '2'}]"
603,Emerald Manor Apartments,1895,"1918 & 1930 Emerald St, San Diego, CA",92109,0,0,0,,,"[{'price': '$1,895+', 'beds': '0'}, {'price': '$3,195+', 'beds': '2'}]"
604,Emerald Manor Apartments,3195,"1918 & 1930 Emerald St, San Diego, CA",92109,2,0,0,,,"[{'price': '$1,895+', 'beds': '0'}, {'price': '$3,195+', 'beds': '2'}]"
605,2121 Thomas Avenue,3325,"2121 Thomas Ave, San Diego, CA",92109,1,0,0,,,"[{'price': '$3,325+', 'beds': '1'}]"
606,For Rent,4995,"4944 Cass St, San Diego, CA",92109,2,0,0,,1 day ago,"[{'price': '$4,995+', 'beds': '2'}]"
607,For Rent,3000,"801 San Jose Pl, San Diego, CA",92109,1,0,0,,3 days ago,"[{'price': '$3,000+', 'beds': '1'}, {'price': '$5,000+', 'beds': '3'}]"
608,For Rent,5000,"801 San Jose Pl, San Diego, CA",92109,3,0,0,,3 days ago,"[{'price': '$3,000+', 'beds': '1'}, {'price': '$5,000+', 'beds': '3'}]"
609,For Rent,3100,"4730 Mission Bay Dr, San Diego, CA",92109,2,0,0,,12 days ago,"[{'price': '$3,100+', 'beds': '2'}]"
610,Regents La Jolla,3220,"9253 Regents Rd, La Jolla, CA",92037,1,0,0,,,"[{'price': '$3,220+', 'beds': '1'}, {'price': '$3,975+', 'beds': '2'}]"
611,Regents La Jolla,3975,"9253 Regents Rd, La Jolla, CA",92037,2,0,0,,,"[{'price': '$3,220+', 'beds': '1'}, {'price': '$3,975+', 'beds': '2'}]"
612,Solazzo Apartments Homes,2770,"8506 Villa La Jolla Dr, La Jolla, CA",92037,1,0,0,,3D Tour,"[{'price': '$2,770+', 'beds': '1'}, {'price': '$3,545+', 'beds': '2'}]"
613,Solazzo Apartments Homes,3545,"8506 Villa La Jolla Dr, La Jolla, CA",92037,2,0,0,,3D Tour,"[{'price': '$2,770+', 'beds': '1'}, {'price': '$3,545+', 'beds': '2'}]"
614,Terraces at La Jolla Village,3395,"8843 Villa La Jolla Dr, La Jolla, CA",92037,2,0,0,,,"[{'price': '$3,395+', 'beds': '2'}]"
615,Village Square,2419,"8683 Via Mallorca, La Jolla, CA",92037,1,0,0,,,"[{'price': '$2,419+', 'beds': '1'}]"
616,Ocean House on Prospect Apartment Homes,5599,"400 Prospect St, La Jolla, CA",92037,1,0,0,,3D Tour,"[{'price': '$5,599+', 'beds': '1'}, {'price': '$5,999+', 'beds': '2'}]"
617,Ocean House on Prospect Apartment Homes,5999,"400 Prospect St, La Jolla, CA",92037,2,0,0,,3D Tour,"[{'price': '$5,599+', 'beds': '1'}, {'price': '$5,999+', 'beds': '2'}]"
618,For Rent,2295,"8536 Via Mallorca, La Jolla, CA",92037,1,0,0,,2 days ago,"[{'price': '$2,295+', 'beds': '1'}]"
619,For Rent,2500,"8644 Via Mallorca, La Jolla, CA",92037,1,0,0,,8 days ago,"[{'price': '$2,500+', 'beds': '1'}]"
620,For Rent,2875,"365 Bonair St, La Jolla, CA",92037,1,0,0,,12 days ago,"[{'price': '$2,875+', 'beds': '1'}, {'price': '$3,375+', 'beds': '2'}]"
621,For Rent,3375,"365 Bonair St, La Jolla, CA",92037,2,0,0,,12 days ago,"[{'price': '$2,875+', 'beds': '1'}, {'price': '$3,375+', 'beds': '2'}]"
622,Caravel Apartments,2625,"331-347 1/2 Prospect St, La Jolla, CA",92037,1,0,0,,,"[{'price': '$2,625+', 'beds': '1'}]"
623,For Rent,2800,"6455 La Jolla Blvd, La Jolla, CA",92037,1,0,0,,11 days ago,"[{'price': '$2,800+', 'beds': '1'}, {'price': '$4,195+', 'beds': '2'}]"
624,For Rent,4195,"6455 La Jolla Blvd, La Jolla, CA",92037,2,0,0,,11 days ago,"[{'price': '$2,800+', 'beds': '1'}, {'price': '$4,195+', 'beds': '2'}]"
625,For Rent,3500,"8440 Via Sonoma, La Jolla, CA",92037,2,0,0,,29 days ago,"[{'price': '$3,500+', 'beds': '2'}]"
626,For Rent,6000,"939 Coast Blvd, La Jolla, CA",92037,1,0,0,,3D Tour,"[{'price': '$6,000+', 'beds': '1'}, {'price': '$5,500+', 'beds': '2'}]"
627,For Rent,5500,"939 Coast Blvd, La Jolla, CA",92037,2,0,0,,3D Tour,"[{'price': '$6,000+', 'beds': '1'}, {'price': '$5,500+', 'beds': '2'}]"
628,Loma Portal,2420,"3131 Cauby St, San Diego, CA",92110,1,0,0,,,"[{'price': '$2,420+', 'beds': '1'}, {'price': '$2,620+', 'beds': '2'}]"
629,Loma Portal,2620,"3131 Cauby St, San Diego, CA",92110,2,0,0,,,"[{'price': '$2,420+', 'beds': '1'}, {'price': '$2,620+', 'beds': '2'}]"
630,The Seaton Apartments,2825,"1302 Frankfort St, San Diego, CA",92110,1,0,0,,,"[{'price': '$2,825+', 'beds': '1'}, {'price': '$3,550+', 'beds': '2'}]"
631,The Seaton Apartments,3550,"1302 Frankfort St, San Diego, CA",92110,2,0,0,,,"[{'price': '$2,825+', 'beds': '1'}, {'price': '$3,550+', 'beds': '2'}]"
632,Arrive Mission Valley,2763,"5395 Napa St, San Diego, CA",92110,1,0,0,,3D Tour,"[{'price': '$2,763+', 'beds': '1'}, {'price': '$3,268+', 'beds': '2'}, {'price': '$4,553+', 'beds': '3'}]"
633,Arrive Mission Valley,3268,"5395 Napa St, San Diego, CA",92110,2,0,0,,3D Tour,"[{'price': '$2,763+', 'beds': '1'}, {'price': '$3,268+', 'beds': '2'}, {'price': '$4,553+', 'beds': '3'}]"
634,Arrive Mission Valley,4553,"5395 Napa St, San Diego, CA",92110,3,0,0,,3D Tour,"[{'price': '$2,763+', 'beds': '1'}, {'price': '$3,268+', 'beds': '2'}, {'price': '$4,553+', 'beds': '3'}]"
635,Loma Palisades,2560,"2799 Adrian St, San Diego, CA",92110,2,0,0,,,"[{'price': '$2,560+', 'beds': '2'}, {'price': '$3,640+', 'beds': '3'}]"
636,Loma Palisades,3640,"2799 Adrian St, San Diego, CA",92110,3,0,0,,,"[{'price': '$2,560+', 'beds': '2'}, {'price': '$3,640+', 'beds': '3'}]"
637,Dylan Point Loma,4259,"2930 Barnard St, San Diego, CA",92110,1,0,0,,,"[{'price': '$4,259+', 'beds': '1'}, {'price': '$4,238+', 'beds': '2'}, {'price': '$4,341+', 'beds': '3'}]"
638,Dylan Point Loma,4238,"2930 Barnard St, San Diego, CA",92110,2,0,0,,,"[{'price': '$4,259+', 'beds': '1'}, {'price': '$4,238+', 'beds': '2'}, {'price': '$4,341+', 'beds': '3'}]"
639,Dylan Point Loma,4341,"2930 Barnard St, San Diego, CA",92110,3,0,0,,,"[{'price': '$4,259+', 'beds': '1'}, {'price': '$4,238+', 'beds': '2'}, {'price': '$4,341+', 'beds': '3'}]"
640,For Rent,2799,"2670 Worden St, San Diego, CA",92110,2,0,0,,15 days ago,"[{'price': '$2,799+', 'beds': '2'}]"
641,For Rent,3500,"3142 Cabrillo Bay Ln, San Diego, CA",92110,2,0,0,,12 days ago,"[{'price': '$3,500+', 'beds': '2'}, {'price': '$3,950+', 'beds': '3'}]"
642,For Rent,3950,"3142 Cabrillo Bay Ln, San Diego, CA",92110,3,0,0,,12 days ago,"[{'price': '$3,500+', 'beds': '2'}, {'price': '$3,950+', 'beds': '3'}]"
643,For Rent,2395,"2254 Moore St, San Diego, CA",92110,0,0,0,,43 days ago,"[{'price': '$2,395+', 'beds': '0'}, {'price': '$2,750+', 'beds': '1'}]"
644,For Rent,2750,"2254 Moore St, San Diego, CA",92110,1,0,0,,43 days ago,"[{'price': '$2,395+', 'beds': '0'}, {'price': '$2,750+', 'beds': '1'}]"
645,For Rent,2100,"3050 Rue D Orleans, San Diego, CA",92110,1,0,0,,1 day ago,"[{'price': '$2,100+', 'beds': '1'}]"
646,For Rent,4995,"1956 Hornblend St, San Diego, CA",92109,2,0,0,,39 days ago,"[{'price': '$4,995+', 'beds': '2'}]"
647,For Rent,2420,"3993 Jewell St, San Diego, CA",92109,1,0,0,,16 days ago,"[{'price': '$2,420+', 'beds': '1'}, {'price': '$3,600+', 'beds': '2'}]"
648,For Rent,3600,"3993 Jewell St, San Diego, CA",92109,2,0,0,,16 days ago,"[{'price': '$2,420+', 'beds': '1'}, {'price': '$3,600+', 'beds': '2'}]"
649,For Rent,1790,"2886.5 Mission Blvd, San Diego, CA",92109,0,0,0,,42 days ago,"[{'price': '$1,790+', 'beds': '0'}, {'price': '$4,000+', 'beds': '1'}]"
650,For Rent,4000,"2886.5 Mission Blvd, San Diego, CA",92109,1,0,0,,42 days ago,"[{'price': '$1,790+', 'beds': '0'}, {'price': '$4,000+', 'beds': '1'}]"
651,For Rent,6499,"3916 Riviera Dr, San Diego, CA",92109,2,0,0,,39 days ago,"[{'price': '$6,499+', 'beds': '2'}]"
